,ABX,AEM,AG,AGI,ASR.TO,AU,AUY,BCM.V,BSX.TO,BTG,CDE,CG.TO,DRD,DRGDF,EDV.TO,EGO,FNV,FSM,GFI,GOLD,GORO,GG,GSS,GQM.TO,GUYFF,HL,HMY,IAG,KGC,KL.TO,KLDX,MAG,MDRPF,NCMGY,NEM,NGD,PAAS,PPP,RGLD,ROGFF,SA,SAND,SBGL,SMF.TO,SBB.TO,SLW,SSRI,SVM.TO,TAHO,TGD,TMR.TO,TXG.TO
2007-01-03,25743.49881,4706.47884,0,0,0,0,0,0,0,0,1331.62,2377.201823,281.2488,0,0,1787.58932,123,0,123,0,40.4286,19215.89166,0,60.0125522,0,892.78452,6087.6909,2490.13188,4141.53152,0,39.7547355,0,0,0,18672.732,0,1869.50673,0,802.53397,0,0,0,NaN,0,0,2198.80374,1856.3093,700.8719997,0,0,0,0
2007-01-04,25570.89741,4569.83133,0,0,0,0,0,0,0,0,1287.14,2354.84271,270.19974,0,0,1743.24073,123,0,123,0,40.4286,18583.32756,582.56688,57.8564126,490.72166,889.19904,5908.2894,2437.52346,3931.19104,0,40.39191,0,NaN,0,18588.24,0,1838.31024,0,782.00458,2.5424,0,0,NaN,0,0,2117.2032,1803.9408,682.9778891,0,0,0,0
2007-01-05,25458.7065,4527.50688,0,0,0,0,0,0,0,0,1242.66,2330.213088,261.1596,0,0,1760.29788,123,0,123,0,38.0781,18042.13383,592.89608,58.59075,475.94118,884.4184,5689.3063,2431.67808,4025.4816,0,40.527,0,NaN,0,18440.379,0,1817.00532,0,759.58743,NaN,0,0,NaN,0,0,2079.71106,1760.1977,664.9822722,0,0,0,0
2007-01-08,25337.88552,4600.06308,0,0,0,0,0,0,0,0,1242.66,2330.213088,281.2488,0,0,1814.88076,123,0,123,0,34.08225,18189.73212,597.02776,58.5516895,480.550356,879.63776,5597.6076,2466.75036,4047.24096,0,39.437274,0,NaN,0,18098.1864,0,1823.85333,0,753.21624,NaN,0,0,NaN,0,0,2075.30022,1785.4578,668.9700197,0,0,0,0
2007-01-09,25363.77573,4504.53075,0,0,0,0,0,0,0,0,1167.6,2255.783624,271.87384,0,0,1804.64647,123,0,123,0,33.3771,17887.50705,605.29112,56.325241,470.6416,855.73456,5366.3674,2463.82767,4137.90496,0,40.4301855,0,NaN,0,18153.1062,0,1784.28705,0,740.9458,2.28816,0,0,NaN,0,0,1995.9051,1753.4206,663.3726723,0,0,0,0
2007-01-10,25009.94286,4390.85937,0,0,0,0,0,0,0,0,1184.28,2255.783624,268.19082,0,0,1784.17789,123,0,123,0,33.8472,17613.39594,588.7644,60.4969024,458.0004,836.612,5218.8521,2449.21422,4069.00032,0,40.0294185,0,NaN,0,17899.6302,0,1791.89595,0,725.37178,NaN,0,0,NaN,0,0,2033.39724,1731.241,656.600752,0,0,0,0
2007-01-11,24889.12188,4448.90433,0,0,0,0,0,0,0,0,1187.06,2257.03781,274.21758,0,0,1736.41787,123,0,123,0,36.90285,17697.73782,586.69856,58.0829635,472.1002,795.97656,5270.6818,2425.8327,4166.91744,0,38.8451295,0,NaN,0,17962.9992,0,1807.87464,0,730.79909,NaN,0,0,NaN,0,0,2108.38152,1773.7519,648.4512462,0,0,0,0
2007-01-12,25242.95475,4641.17826,0,0,0,0,0,0,0,0,1237.1,2257.03781,288.61484,0,0,1835.34934,123,0,123,0,37.608,18407.61531,607.35696,58.3485749,476.476,812.7088,5374.3412,2513.5134,4355.49856,0,40.0767,0,NaN,0,18254.4966,0,1891.57254,0,757.109745,2.28816,0,0,NaN,0,0,2165.72244,1851.9966,672.0007078,0,0,0,0
2007-01-16,25035.83307,4573.45914,0,0,0,0,0,0,0,0,1195.4,2313.324822,274.87824,0,0,1876.2865,123,0,123,0,35.2575,18049.16232,609.4228,58.3485749,473.0726,807.92816,5262.708,2528.12685,4442.536,0,41.134905,0,NaN,0,17984.1222,0,1902.98589,0,739.76595,3.3369,0,0,NaN,0,0,2112.79236,1826.1204,683.9639503,0,0,0,0
2007-01-17,24923.64216,4580.71476,0,0,0,0,0,0,0,0,1223.2,2366.368249,267.4308,0,0,1845.58363,123,0,123,0,33.3771,18267.04551,615.62032,59.528202,475.9898,817.48944,5262.708,2528.12685,4515.0672,0,43.7308845,0,NaN,0,18072.8388,0,1931.13882,0,745.19326,3.43224,0,0,NaN,0,0,2167.92786,1847.6839,679.8166929,0,0,0,0
2007-01-18,24500.76873,4350.95346,0,0,0,0,0,0,0,0,1187.06,2366.368249,264.0456,0,0,1825.11505,123,0,123,0,34.3173,17634.48141,611.48864,59.37196,479.835642,770.8782,5250.7473,2513.5134,4471.54848,0,43.6791,0,NaN,0,17920.7532,0,1909.8339,0,712.86537,3.43224,0,0,NaN,0,0,2126.02488,1803.9408,671.6526862,0,0,0,0
2007-01-19,24690.63027,4433.18382,0,0,0,0,0,0,0,0,1209.3,2411.648695,269.46192,0,0,1906.98937,123,0,123,0,35.7276,17971.84893,642.47624,58.3485749,486.302102,785.22012,5354.4067,2580.73527,4493.30784,0,43.6791,0,NaN,0,18267.1704,0,1918.96458,0,717.58477,3.43224,0,0,NaN,0,0,2139.2574,1840.9068,671.9282033,0,0,0,0
2007-01-22,24466.24845,4413.8355,0,0,0,0,0,0,0,0,1192.62,2411.648695,268.2771,0,0,1855.81792,123,0,123,0,37.84305,17732.88027,623.88368,61.8249594,496.21572,803.14752,5294.6032,2551.50837,4489.68128,0,46.1309835,0,NaN,0,18191.1276,0,1925.81259,0,716.40492,2.90787,0,0,NaN,0,0,2099.55984,1835.3619,657.1517862,0,0,0,0
2007-01-23,25320.62538,4696.80468,0,0,0,0,0,0,0,0,1251,2411.648695,287.742,0,0,1934.28081,123,0,123,0,42.309,18850.41018,665.20048,62.106195,523.598504,835.41684,5501.922,2589.50334,4641.9968,0,44.3162745,0,NaN,0,18605.1384,0,2049.07677,0,743.3055,2.66952,0,0,NaN,0,0,2251.73382,1940.0989,672.0587114,0,0,0,0
2007-01-24,25605.41769,4794.75555,0,0,0,0,0,0,0,0,1251,2411.648695,284.4008076,0,0,1951.33796,123,0,123,0,42.309,19307.26203,671.398,63.27801,506.3773,847.36844,5597.6076,2574.88989,4710.90144,0,44.1294,0,NaN,0,18845.9406,0,2104.62174,0,756.04788,NaN,0,0,NaN,0,0,2315.691,2014.0309,686.1390853,0,0,0,0
2007-01-25,25363.77573,4728.2457,0,0,0,0,0,0,0,0,1234.32,2564.335053,277.5864,0,0,1944.5151,123,0,123,0,43.95435,18927.72357,667.26632,65.62164,506.3773,827.05072,5485.9744,2528.12685,4671.00928,0,43.161255,0,NaN,0,18681.1812,0,2092.4475,0,759.11549,NaN,0,0,NaN,0,0,2282.6097,2010.9504,687.8211897,0,0,0,0
2007-01-26,25122.13377,4792.33701,0,0,0,0,0,0,0,0,1251,2564.335053,274.2012,0,0,1951.33796,123,0,123,0,42.309,19187.7777,675.52968,67.1528116,489.977774,841.39264,5462.053,2446.29153,4729.03424,0,40.009155,0,NaN,0,18698.0796,0,2116.03509,0,753.68818,2.66952,0,0,NaN,0,0,2298.04764,2033.13,686.3710997,0,0,0,0
2007-01-29,25044.46314,4679.8749,0,0,0,0,0,0,0,0,1198.18,2564.335053,270.816,0,0,1869.46364,123,0,123,0,43.48425,18913.66659,659.00296,67.1528116,475.9898,825.85556,5286.6294,2437.52346,4714.528,0,39.85155,0,NaN,0,18537.5448,0,2113.75242,0,739.52998,NaN,0,0,NaN,0,0,2260.577554,2028.2012,683.9639503,0,0,0,0
2007-01-30,25389.66594,4789.91847,0,0,0,0,0,0,0,0,1209.3,2564.335053,271.1985276,0,0,1852.40649,123,0,123,0,43.2492,19138.57827,659.00296,65.699761,475.9898,831.83136,5346.4329,2457.98229,4765.29984,0,40.009155,0,NaN,0,18905.085,0,2137.34001,0,749.44072,2.66952,0,0,NaN,0,0,2287.02054,2051.613,716.1124456,0,0,0,0
2007-01-31,25562.26734,4867.31175,0,710.246,0,12983.16498,4599.05248,0,0,0,1217.64,2564.335053,274.2012,0,0,1934.28081,123,0,123,0,45.36465,19475.94579,677.59552,67.340302,455.93405,852.14908,5338.4591,2577.81258,4823.3248,0,40.279335,0,NaN,5338.32145,19052.946,0,2159.40582,0,760.05937,2.66952,0,0,NaN,282.7324528,0,2381.8536,2079.9536,743.7221592,NaN,NaN,0,0
2007-02-01,26154.53659,4919.6256,0,715.99918,0,13112.98912,4712.91604,0,0,0,1242.66,2564.335053,286.0494,0,0,2012.7732,123,0,123,0,44.89455,19769.0244,694.764,68.74648,482.56593,870.07648,5438.1316,2568.6768,4758.6896,0,43.58904,0,NaN,5589.3397,19074.069,0,2182.2248,0,772.56578,2.83752,0,0,NaN,304.7584074,0,2386.48084,2092.26524,758.91986,NaN,NaN,0,0
2007-02-02,25886.86058,4822.8064,0,650.278,0,13030.26229,4578.94831,0,0,0,1217.64,2564.335053,282.3696876,0,0,1995.7158,123,0,123,0,46.30485,19149.92328,674.0865,69.2386423,479.673579,849.75876,5246.7604,2530.644,4726.04615,0,40.0767,0,NaN,5488.9324,18964.2294,0,2167.366775,0,765.95862,2.83752,0,0,NaN,304.7584074,0,2342.36844,2062.0587,756.7057368,NaN,NaN,0,0
2007-02-05,26223.61427,4860.32384,0,673.5156,0,12936.33738,4609.86394,0,0,0,1217.64,2564.335053,281.31012,0,0,1982.06988,123,0,123,0,44.89455,19262.48712,696.83175,69.2386423,483.58079,865.29584,5202.9045,2545.272,4751.4355,0,42.215625,0,NaN,5555.8706,18888.1866,0,2208.1311,0,772.56578,2.83752,0,0,NaN,304.7584074,0,2355.60216,2095.34754,775.9190822,NaN,NaN,0,0
2007-02-06,26309.96137,4905.10272,0,649.80013,0,13021.9731,4623.60422,0,0,0,1206.52,2484.521238,284.7066,0,0,1961.601,123,0,123,0,45.36465,19368.01572,700.96725,69.2386423,491.5322181,872.4668,5306.5639,2551.1232,4758.6896,0,42.215625,0,NaN,5488.9324,18960.0048,0,2182.2248,0,783.18443,NaN,0,0,NaN,308.2332628,0,2384.27522,2143.43142,777.7399072,NaN,NaN,0,0
2007-02-07,26171.80601,4885.73888,0,638.097,0,13066.16287,4572.07817,0,0,0,1189.84,2484.521238,283.33452,0,0,1954.77804,123,0,123,0,50.06565,19255.45188,698.8995,65.231035,486.9044565,871.27164,5250.7473,2513.0904,4675.26745,0,40.522497,0,NaN,5438.72875,18993.8016,0,2180.7009,0,770.91399,NaN,0,0,NaN,327.878814,0,2342.36844,2132.33514,766.8295238,NaN,NaN,0,0
2007-02-08,26586.27209,4960.77376,0,655.9,0,13477.7631,4791.92265,0,0,0,1212.08,2526.341861,275.6611626,0,0,2033.24208,123,0,123,0,48.8904,19944.9054,769.203,62.1296313,477.846831,890.3942,5298.5901,2498.4624,4820.34945,0,39.1761,0,NaN,5639.54335,19352.8926,0,2195.9399,0,770.20608,2.73618,0,0,NaN,376.0414746,0,2393.0977,2156.37708,775.2198854,NaN,NaN,0,0
2007-02-09,26629.44564,4877.2672,0,664.57662,0,13345.16492,4736.96153,0,0,0,1181.5,2526.341861,271.0303926,0,0,2036.65356,123,0,123,0,48.65535,20050.434,785.745,63.7154876,484.798622,866.491,5246.7604,2510.1648,4805.84125,0,40.130736,0,NaN,5723.2161,19352.8926,0,2134.22195,0,759.2198885,NaN,0,0,NaN,374.66318,0,2366.63026,2124.93762,784.629909,NaN,NaN,0,0
2007-02-12,26171.80601,4851.85216,0,674.10591,0,13184.95536,4668.26013,0,0,0,1187.06,2509.583338,264.1254,0,0,2012.7732,123,0,123,0,57.58725,19776.05964,773.3385,61.71559,480.02878,858.12488,5246.892,2513.0904,4686.1486,0,39.40125,0,NaN,5756.6852,19154.3364,0,2106.0298,0,752.61005,2.83752,0,0,NaN,353.6781594,0,2313.69538,2116.92364,789.655386,NaN,NaN,0,0
2007-02-13,26784.87042,4988.60928,0,678.43485,0,13157.31509,4774.7473,0,0,0,1198.18,2487.029611,260.6952,0,0,2033.24208,123,0,123,0,56.64705,20078.57496,773.3385,63.9889111,473.8838027,867.68616,5298.723,2530.644,4780.4519,0,39.5070705,0,NaN,5806.88885,19395.1386,0,2144.88925,0,768.19595,2.78685,0,0,NaN,371.2853876,0,2346.77968,2140.96558,796.4725548,NaN,NaN,0,0
2007-02-14,27087.08527,4866.37504,0,708.14712,0,13204.32327,4802.22786,0,0,0,1245.44,2486.7485,255.5499,0,0,2084.41428,123,0,123,0,57.11715,20289.63216,810.558,62.0515103,454.505051,872.4668,5390.424,2577.4536,4813.09535,0,39.7637415,0,NaN,5806.88885,19559.898,0,2170.79555,0,765.36215,NaN,0,0,NaN,376.895629,0,2384.27522,2160.07584,793.442702,NaN,NaN,0,0
2007-02-15,27207.97121,4906.31296,0,721.05898,0,13243.08837,4850.31884,0,0,0,1259.34,2486.7485,260.6952,0,0,2159.46684,123,0,123,0,60.40785,20170.03308,810.558,63.27801,455.16471,876.05228,5466.177,2586.2304,4896.5175,0,37.55502,0,NaN,5924.0307,19648.6146,0,2176.1292,0,765.126,2.68551,0,0,NaN,374.080802,0,2364.42464,2168.70628,797.958348,NaN,NaN,0,0
2007-02-16,27018.00759,4834.9088,0,710.56458,0,13052.49275,4867.49419,0,0,0,1262.12,2486.7485,258.29406,0,0,2217.462,123,0,123,0,61.34805,19846.41204,798.1515,67.1762479,459.3865276,872.4668,5378.463,2548.1976,4809.4683,0,37.4942295,0,NaN,5806.88885,19542.9996,0,2179.177,0,757.5692,2.68551,0,0,NaN,375.6532226,0,2315.901,2152.06186,801.5125984,NaN,NaN,0,0
2007-02-20,26715.79274,4673.94688,0,697.38099,0,12847.06379,4798.79279,0,0,0,1248.22,2486.7485,260.6952,0,0,2070.76836,123,0,123,0,64.4037,19213.24044,727.848,67.1762479,472.214358,870.07648,5254.866,2633.04,4664.3863,0,39.3944955,0,NaN,5823.6234,19390.914,0,2155.55655,0,759.4584,NaN,0,0,NaN,353.2510822,0,2313.69538,2121.23886,811.6800852,NaN,NaN,0,0
2007-02-21,27726.05381,4928.09728,0,709.57136,0,13231.27467,5039.24769,0,0,0,1303.82,2486.7485,270.9858,0,0,2234.5194,123,0,123,0,67.45935,20029.32828,769.203,66.6997098,491.1313484,969.27476,5486.112,2735.436,4900.14455,0,41.8779,0,NaN,5723.2161,19847.1708,0,2231.75155,0,820.3851,2.83752,0,0,NaN,366.5293006,0,2399.71456,2193.36468,846.8584242,NaN,NaN,0,0
2007-02-22,27164.79766,4906.31296,0,726.31555,0,13082.01185,5131.99458,0,0,0,1306.741,2436.299941,267.5556,0,0,2176.52424,123,0,123,0,72.3954,19923.79968,865.393,68.6839832,484.798622,968.0796,5577.9529,2662.296,4994.44785,0,43.386405,0,NaN,5756.6852,20155.5666,0,2233.27545,0,824.1635,NaN,0,0,NaN,369.5964914,0,2360.0134,2205.69388,865.110374,NaN,NaN,0,0
2007-02-23,26819.40926,4968.0352,0,751.35219,0,13004.01677,5173.21542,0,0,0,1301.1804,2507.420948,295.7024,0,0,2183.3472,123,0,123,0,75.45105,20015.2578,879.0571,66.9809454,494.7899187,989.59248,5633.7723,2630.1144,5092.3782,0,43.27383,0,NaN,5773.41975,19792.251,0,2364.33085,0,835.4987,2.83752,0,0,NaN,393.6487028,0,2401.92018,2222.3383,910.2377008,NaN,NaN,0,0
2007-02-26,27121.62411,5062.43392,0,767.59977,0,13173.16827,5279.70259,0,0,0,1334.544,2507.420948,302.5792,0,0,2190.17016,123,0,123,0,90.49425,20212.24452,879.0571,69.1058366,500.5340263,1019.47148,5701.553,2615.4864,5277.35775,0,39.964125,0,NaN,6041.17255,19930.8512,0,2415.3815,0,833.84565,3.14154,0,0,NaN,415.0025628,0,2399.71456,2210.62556,889.6259618,NaN,NaN,0,0
2007-02-27,25912.76471,4724.77696,0,728.986,0,12058.59142,4826.27335,0,0,0,1217.7714,2507.420948,275.072,0,0,2057.12244,123,0,123,0,77.33145,18692.63268,822.12335,69.1058366,500.5340263,919.07804,5334.7398,2457.504,4889.2634,0,39.22113,0,NaN,6024.438,18761.936,0,2226.4179,0,761.11145,2.93886,0,0,NaN,386.2719148,0,2207.82562,2035.55092,803.5956222,NaN,10.7897849,0,0
2007-02-28,25791.87877,4762.2944,0,745.90822,0,12208.74985,5032.37755,0,0,0,1253.9153,2205.443185,274.38432,0,0,2040.06504,123,0,123,0,75.216,18882.58416,842.6195,64.1217168,450.09041,919.07804,5518.1464,2460.4296,8151.58784,0,39.045513,0,NaN,6108.11075,19100.752,0,2287.3739,0,781.6565,2.93886,0,0,NaN,398.540678,0,2210.03124,2084.25126,811.650952,NaN,NaN,0,0
2007-03-01,25284.45045,4630.37824,0,705.87021,0,12106.40586,4857.18898,0,0,0,1234.4532,2171.904516,264.7568,0,0,1996.51725,123,0,123,0,72.8655,18376.67376,758.71745,62.3718064,450.26781,952.54252,5502.198,2397.58974,7804.21904,0,38.07888,0,NaN,5756.6852,18859.3456,0,2170.8375,0,771.2659,NaN,0,0,NaN,391.2800274,0,2166.012486,2022.79896,799.342175,NaN,NaN,0,0
2007-03-02,24593.38245,4430.68864,0,694.12023,0,11755.98161,4730.09139,0,0,0,1176.0669,2171.904516,252.7224,0,0,1918.0217,123,0,123,0,67.92945,17792.72892,760.7848,61.4656028,421.3329,903.54096,5338.88758,2295.12864,7468.4292,0,37.7298236,0,NaN,5656.2779,18262.1824,0,2056.4625,0,735.3711,NaN,0,0,NaN,389.5324614,0,2066.96578,1886.95776,754.5935798,NaN,NaN,0,0
2007-03-05,24075.08145,4314.5056,0,661.92491,0,11543.00736,4417.50002,0,0,0,1142.7033,2192.468845,247.5648,0,0,1873.65465,123,0,123,0,67.45935,17272.1034,735.9766,61.4656028,407.1903282,889.19904,5207.30932,2230.72452,7190.53416,0,36.8639824,0,NaN,5338.32145,17991.1296,0,2015.2875,0,728.2866,3.8094,0,0,NaN,373.202428,0,2011.81728,1849.298875,725.1107814,NaN,NaN,0,0
2007-03-06,24489.72225,4503.30304,0,667.26581,0,11902.82909,4678.56534,0,0,0,1198.3093,2224.839823,254.4416,0,0,1989.69155,123,0,123,0,72.8655,17996.75784,797.9971,63.1608285,433.109916,944.1764,5358.82368,2306.83848,7508.95556,0,38.5140672,0,NaN,5505.66695,18321.4752,0,2125.0875,0,748.5955,3.8094,0,0,NaN,381.3771534,0,2102.238761,1954.87836,784.5425094,NaN,NaN,0,0
2007-03-07,24351.50865,4462.15488,0,660.8661,0,11761.74952,4761.00702,0,0,0,1192.7487,2224.839823,242.9882896,0,0,2037.47145,123,0,123,0,70.9851,17785.69344,831.0747,55.856515,426.4092,976.44572,5303.0026,2268.7815,7549.48192,0,37.3989,0,NaN,5572.60515,18097.0096,0,2114.4125,0,745.2894,3.8094,0,0,NaN,346.3869986,0,2104.46676,1978.34184,757.0844684,NaN,NaN,0,0
2007-03-08,24170.1033,4434.31936,0,621.5121,0,11783.90347,4743.83167,0,0,0,1201.0896,2121.542453,240.85992,0,0,1993.1044,123,0,123,0,72.3954,17483.1678,837.27675,55.856515,434.4957459,956.128,5374.97476,2262.92658,7595.79776,0,40.5404076,0,NaN,5689.747,18109.7152,0,2115.9375,0,737.96875,3.5373,0,0,NaN,337.9404296,0,2082.40736,1988.2212,760.2162874,NaN,NaN,0,0
2007-03-09,24152.8266,4451.26272,0,610.12755,0,11772.8265,4706.0459,0,0,0,1192.7487,2116.417589,230.2235,0,0,1993.1044,123,0,123,0,70.9851,17412.813,845.54615,55.856515,422.34816,976.44572,5351.05054,2251.21674,7624.74516,0,40.5404076,0,NaN,5505.66695,17910.6608,0,2108.3125,0,736.3157,3.5373,0,0,NaN,335.8627678,0,2051.5242,1957.3482,740.4639778,NaN,NaN,0,0
2007-03-12,24576.10575,4560.18432,0,605.94853,0,11947.10806,4788.48758,0,0,0,1170.5063,2116.417589,216.0559,0,0,1993.1044,123,0,123,0,72.8655,17525.38068,874.48905,55.9424481,420.2008851,976.44572,5378.96213,2239.5069,7618.95568,0,40.5404076,0,NaN,5606.07425,18147.832,0,2138.05,0,739.38565,3.5373,0,0,NaN,339.027804,0,2080.20142,1986.98628,757.4632,NaN,NaN,0,0
2007-03-13,23686.3557,4440.37056,0,615.1405,0,11593.50192,4565.20803,0,0,0,1123.2412,1980.74924,200.1633947,0,0,1948.73735,123,0,123,0,69.1047,16385.63292,837.27675,55.9424481,401.7739161,933.41996,5263.3284,2207.30484,7317.90272,0,39.3617756,0,NaN,5355.056,17542.1984,0,2029.775,0,705.6162,3.5373,0,0,NaN,316.50362,0,1994.16976,1873.9911,752.2629238,NaN,NaN,0,0
2007-03-14,23850.48435,4481.51872,0,604.365,0,11695.85971,4651.08478,0,0,0,1126.0215,2061.082029,201.8883,0,0,1914.60885,123,0,123,0,68.86965,16723.33596,926.09496,52.34107,399.4895811,953.73768,5291.23999,2219.01468,7358.42908,0,39.132849,0,NaN,5355.056,17550.6688,0,2056.4625,0,715.0622,3.12915,0,0,NaN,310.6589826,0,2038.28856,1909.18632,736.3853298,NaN,NaN,0,0
2007-03-15,24256.4868,4555.34336,0,626.71245,0,12008.45733,4788.48758,0,0,0,1134.3624,2206.654123,208.9721,0,0,1918.0217,123,0,123,0,71.4552,16955.5068,898.24248,52.34107,399.047943,969.27476,5434.78531,2224.8696,7508.95556,0,39.132849,0,NaN,5539.13605,17847.1328,0,2071.7125,0,718.3683,3.8094,0,0,NaN,320.290013,0,2049.31826,1954.2609,762.6489096,NaN,NaN,0,0
2007-03-16,24247.84845,4561.39456,0,622.5428,0,12138.59122,4833.14349,0,0,0,1145.4836,2231.045883,218.4927272,0,0,1918.0217,123,0,123,0,69.80985,16857.01008,881.9952,52.34107,406.5913248,966.88444,5470.67164,2207.30484,7526.324,0,39.132849,0,NaN,5840.35795,18181.7136,0,2135,0,718.13215,4.0815,0,0,NaN,320.6395262,0,2073.5836,1987.60374,774.797454,NaN,NaN,0,0
2007-03-19,24584.7441,4575.91744,0,597.77789,0,12243.82476,4846.88377,0,0,0,1098.2185,2216.44975,217.82685,0,0,1999.9301,123,0,123,0,70.27995,17025.8616,909.84768,54.762821,398.235735,996.76344,5614.21696,2169.24786,7665.27152,0,39.132849,0,NaN,6074.64165,18313.0048,0,2182.275,0,727.10585,4.557675,0,0,NaN,320.6395262,0,2095.643,2015.38944,760.7698182,NaN,NaN,0,0
2007-03-20,24766.14945,4584.38912,0,592.184,0,12329.71053,4925.89038,0,0,0,1109.3397,2234.419211,223.1397,0,0,2037.47145,123,0,123,0,70.75005,16927.36488,914.48976,56.0283812,407.62689,1018.50736,5666.05277,2178.03024,7763.69268,0,41.1455898,0,NaN,6024.438,18380.768,0,2187.6125,0,725.4528,4.0815,0,0,NaN,326.1929026,0,2071.37766,2026.50372,758.5411284,NaN,NaN,0,0
2007-03-21,25258.5354,4673.94688,0,591.9029,0,12705.95002,5107.94909,0,0,0,1123.2412,2381.504979,233.7654,0,0,2085.25135,123,0,123,0,71.69025,17293.20984,979.47888,56.3330531,412.4950617,1064.14802,5857.44653,2283.4188,8093.69304,0,41.1455898,0,NaN,6007.70345,18694.1728,0,2250.1375,0,750.4847,4.0815,0,0,NaN,332.814236,0,2100.05488,2104.30368,787.4849626,NaN,NaN,0,0
2007-03-22,25128.96015,4631.58848,0,582.6266,0,12719.77555,5011.76713,0,0,0,1120.4609,2381.504979,247.6248547,0,0,2136.4441,123,0,123,0,74.04075,17117.32284,1021.2576,54.3956523,423.8761263,1070.15337,5797.63598,2292.20118,8116.85096,0,41.1455898,0,NaN,6191.7835,18427.3552,0,2257.7625,0,743.16405,4.0815,0,0,NaN,332.814236,0,2066.96578,2107.39098,789.0290222,NaN,NaN,0,0
2007-03-23,25111.68345,4609.80416,0,574.381,0,12595.41858,4888.10461,0,0,0,1112.12,2314.276274,247.9790447,0,0,2115.967,123,0,123,0,72.8655,17497.23876,1018.93656,59.9031828,414.073791,1066.55016,5773.79864,2300.98356,8030.00876,0,42.487417,0,NaN,6275.45625,18440.0608,0,2237.9375,0,737.7326,4.0815,0,0,NaN,333.4744276,0,2097.84894,2120.9751,781.425257,NaN,NaN,0,0
2007-03-26,25094.40675,4579.54816,0,585.70933,0,12531.78578,5008.33206,0,0,0,1181.6275,1975.364889,233.7654,0,0,2081.8385,123,0,123,0,71.69025,17743.48056,1058.39424,57.6064254,406.104,1101.38119,5729.93691,2321.47578,8041.58772,0,42.487417,0,NaN,6392.5981,18520.5296,0,2293.6,0,755.91615,4.0815,0,0,NaN,327.6297902,0,2175.05684,2162.96238,798.7303778,NaN,NaN,0,0
2007-03-27,24973.46985,4414.95552,0,589.51355,0,12360.26646,4943.06573,0,0,0,1153.8245,1966.00174,228.4985947,0,0,2085.25135,123,0,123,0,71.69025,17511.30972,1005.01032,58.59075,406.61163,1084.56621,5566.45228,2321.47578,8001.06136,0,42.487417,0,NaN,6308.92535,18105.48,0,2244.8,0,747.41475,4.0815,0,0,NaN,319.41623,0,2122.136339,2112.94812,796.1957894,NaN,NaN,0,0
2007-03-28,24990.74655,4404.06336,0,599.68,0,12352.20773,4960.24108,0,0,0,1159.3851,1943.275021,235.18216,0,0,2075.0128,123,0,123,0,70.27995,17370.60012,1030.54176,60.700017,408.388335,1086.96835,5562.46485,2303.91102,7972.11396,0,38.87219,0,NaN,6359.129,18113.9504,0,2248.6125,0,729.2312,4.149525,0,0,NaN,315.0667324,0,2133.14398,2140.73382,796.4434216,NaN,NaN,0,0
2007-03-29,24921.63975,4372.59712,0,596.62538,0,12316.22565,4922.45531,0,0,0,1156.6048,1943.275021,233.8114447,0,0,2016.99435,123,0,123,0,70.515,17054.00352,1021.2576,60.0984853,406.61163,1086.96835,5491.91762,2321.47578,7891.06124,0,39.540837,0,NaN,6325.6599,17995.3648,0,2250.9,0,719.3129,4.21755,0,0,NaN,313.7463492,0,2115.49646,2140.11636,801.4980318,NaN,NaN,0,0
2007-03-30,24662.48925,4286.67008,0,598.743,0,12335.60506,4932.76052,0,0,0,1142.7033,1943.275021,237.3073,0,0,1989.69155,123,0,123,0,71.4552,16899.22296,1021.2576,60.0984853,431.079396,1088.16942,5559.9166,2254.1442,7983.69292,0,39.5431036,0,NaN,6342.39445,17783.6048,0,2256.2375,0,710.8115,4.21755,0,0,NaN,314.658967,0,2091.23112,2152.46556,792.568706,NaN,NaN,0,0
2007-04-02,24895.5552,4427.49333,0,605.87226,0,12532.00242,4980.8515,0,0,0,1195.529,1943.275021,249.2211,0,0,2004.28215,123,0,123,0,72.3954,17430.84716,1062.071,60.1754153,434.53128,1121.79938,5723.91414,2284.8462,8070.71634,0,39.257512,0,NaN,6392.5981,17927.6016,0,2273.78756,0,716.24295,4.3536,0,0,NaN,319.3852344,0,2111.0112,2218.1112,794.3021314,NaN,NaN,0,0
2007-04-03,25172.17248,4440.81092,0,621.06,0,12609.46223,5080.46853,0,0,0,1201.0896,1943.275021,252.833,0,0,2031.59775,123,0,123,0,74.7459,17747.51576,1057.4533,62.5768,417.27186,1114.59296,5995.91006,2261.41188,8215.45659,0,39.257512,0,NaN,6409.33265,18164.7728,0,2281.41516,0,852.204,4.6257,0,0,NaN,311.1694746,0,2144.2032,2238.52896,804.9794492,NaN,NaN,0,0
2007-04-04,25370.99115,4535.24474,0,621.06,0,12799.57819,5180.08556,0,0,0,1201.0896,2063.547153,241.9973,0,0,2120.37345,123,0,123,0,86.22837,18204.92596,1087.46835,63.280789,420.013062,1121.79938,6179.9073,2375.65419,8313.87996,0,42.2698234,0,NaN,6626.8818,18401.944,0,2379.04844,0,831.336,4.8978,0,0,NaN,320.2592514,0,2230.5024,2310.30048,838.0019314,NaN,NaN,0,0
