,ABX,AEM,AG,AGI,ASR.TO,AU,AUY,BCM.V,BSX.TO,BTG,CDE,CG.TO,DRD,DRGDF,EDV.TO,EGO,FNV,FSM,GFI,GOLD,GORO,GG,GSS,GQM.TO,GUYFF,HL,HMY,IAG,KGC,KL.TO,KLDX,MAG,MDRPF,NCMGY,NEM,NGD,PAAS,PPP,RGLD,ROGFF,SA,SAND,SBGL,SMF.TO,SBB.TO,SLW,SSRI,SVM.TO,TAHO,TGD,TMR.TO,TXG.TO
3/27/2009,-0.02,0.02,-0.39,0,NaN,0.05,-0.04,NaN,NaN,NaN,-0.33,0.71,0.07,0,NaN,-0.02,-0.01,NaN,0.1,NaN,0.02,-0.03,0.14,-0.15,NaN,-0.22,0.08,-0.06,0.04,NaN,0.03,NaN,NaN,-0.02,-0.05,NaN,-0.08,NaN,-0.03,NaN,NaN,NaN,NaN,0.22,NaN,-0.01,-0.05,0.07,NaN,0.67,NaN,NaN
3/30/2009,-0.03,0.02,-0.41,0,NaN,0.05,-0.04,NaN,NaN,NaN,-0.34,0.7,0.07,0,NaN,-0.02,-0.01,NaN,0.09,NaN,0.02,-0.03,0.14,-0.15,NaN,-0.26,0.08,-0.06,0.04,NaN,0.03,NaN,NaN,-0.02,-0.05,NaN,-0.09,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.66,NaN,NaN
3/31/2009,-0.03,0.02,-0.39,0,NaN,0.05,-0.04,NaN,NaN,NaN,-0.32,0.7,0.07,0,NaN,-0.02,-0.01,NaN,0.09,NaN,0.02,-0.03,0.14,-0.16,0,-0.25,0.08,-0.06,0.04,NaN,0.04,NaN,NaN,-0.02,-0.05,NaN,-0.09,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.66,NaN,NaN
4/1/2009,-0.02,0.02,-0.39,0,NaN,0.04,-0.04,NaN,NaN,NaN,-0.25,0.72,0.08,0,NaN,-0.02,-0.01,NaN,0.09,NaN,0.02,-0.03,0.15,-0.15,NaN,-0.23,0.08,-0.06,0.04,NaN,0.04,NaN,NaN,-0.02,-0.05,NaN,-0.08,NaN,-0.04,0,NaN,NaN,NaN,0.22,NaN,-0.01,-0.04,0.07,NaN,0.62,NaN,NaN
4/2/2009,-0.03,0.02,-0.41,0,NaN,0.05,-0.04,NaN,NaN,NaN,-0.24,0.69,0.08,0,NaN,-0.02,-0.01,NaN,0.07,NaN,0.02,-0.03,0.13,-0.15,NaN,-0.23,0.07,-0.07,0.04,NaN,0.05,NaN,NaN,-0.02,-0.05,NaN,-0.09,NaN,-0.04,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.58,NaN,NaN
4/3/2009,-0.03,0.02,-0.49,-0.01,NaN,0.06,-0.04,NaN,NaN,NaN,-0.27,0.67,0.08,0,NaN,-0.03,-0.01,NaN,0.07,NaN,0.02,-0.03,0.12,-0.15,NaN,-0.25,0.07,-0.07,0.04,NaN,0.04,NaN,NaN,-0.02,-0.05,NaN,-0.1,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.57,NaN,NaN
4/6/2009,-0.04,0.01,-0.53,-0.01,NaN,0.05,-0.05,NaN,NaN,NaN,-0.3,0.62,0.06,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.1,-0.15,0,-0.28,0.07,-0.07,0.04,NaN,0.04,NaN,NaN,-0.03,-0.06,NaN,-0.13,NaN,-0.03,0,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.52,NaN,NaN
4/7/2009,-0.03,0.01,-0.5,-0.01,NaN,0.06,-0.04,NaN,NaN,NaN,-0.31,0.64,0.08,0,NaN,-0.03,-0.01,NaN,0.07,NaN,0.02,-0.03,0.11,-0.16,NaN,-0.28,0.07,-0.07,0.04,NaN,0.05,NaN,NaN,-0.02,-0.06,NaN,-0.13,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.51,NaN,NaN
4/8/2009,-0.03,0.01,-0.49,-0.01,NaN,0.05,-0.04,NaN,NaN,NaN,-0.3,0.64,0.07,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.11,-0.16,NaN,-0.27,0.07,-0.07,0.04,NaN,0.04,NaN,NaN,-0.02,-0.06,NaN,-0.12,NaN,-0.04,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.5,NaN,NaN
4/9/2009,-0.03,0.01,-0.51,-0.01,NaN,0.06,-0.05,NaN,NaN,NaN,-0.28,0.64,0.08,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.11,-0.16,NaN,-0.26,0.07,-0.07,0.04,NaN,0.04,NaN,NaN,-0.02,-0.06,NaN,-0.12,NaN,-0.04,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.52,NaN,NaN
4/13/2009,-0.03,0.01,-0.41,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.25,0.58,0.09,0,NaN,-0.03,-0.01,NaN,0.07,NaN,0.02,-0.03,0.12,-0.15,NaN,-0.22,0.07,-0.07,0.04,NaN,0.04,NaN,NaN,-0.02,-0.05,NaN,-0.11,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.04,0.07,NaN,0.5,NaN,NaN
4/14/2009,-0.03,0.01,-0.39,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.26,0.58,0.09,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.12,-0.17,NaN,-0.22,0.07,-0.07,0.04,NaN,0.05,NaN,NaN,-0.02,-0.05,NaN,-0.1,NaN,-0.03,0,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.49,NaN,NaN
4/15/2009,-0.03,0.01,-0.39,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.25,0.57,0.09,0,NaN,-0.03,-0.01,NaN,0.07,NaN,0.02,-0.03,0.12,-0.16,0,-0.22,0.07,-0.07,0.04,NaN,0.05,NaN,NaN,-0.02,-0.05,NaN,-0.1,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.49,NaN,NaN
4/16/2009,-0.03,0.01,-0.45,-0.01,NaN,0.06,-0.05,NaN,NaN,NaN,-0.28,0.55,0.08,0,NaN,-0.03,-0.01,NaN,0.05,NaN,0.02,-0.03,0.1,-0.16,0,-0.25,0.07,-0.07,0.04,NaN,0.05,NaN,NaN,-0.02,-0.06,NaN,-0.12,NaN,-0.03,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.43,NaN,NaN
4/17/2009,-0.03,0,-0.53,-0.01,NaN,0.06,-0.05,NaN,NaN,NaN,-0.29,0.46,0.07,0,NaN,-0.03,-0.01,NaN,0.05,NaN,0.02,-0.04,0.1,-0.18,0,-0.28,0.07,-0.07,0.04,NaN,0.06,NaN,NaN,-0.03,-0.06,NaN,-0.14,NaN,-0.03,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.05,0.07,NaN,0.44,NaN,NaN
4/20/2009,-0.03,0.01,-0.48,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.29,0.49,0.08,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.11,-0.16,0,-0.28,0.07,-0.07,0.04,NaN,0.06,NaN,NaN,-0.02,-0.05,NaN,-0.13,NaN,-0.03,NaN,NaN,NaN,NaN,0.21,NaN,-0.01,-0.05,0.07,NaN,0.47,NaN,NaN
4/21/2009,-0.03,0.01,-0.55,0,NaN,0.06,-0.05,NaN,NaN,NaN,-0.29,0.49,0.08,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.11,-0.16,NaN,-0.28,0.07,-0.07,0.04,NaN,0.06,NaN,NaN,-0.02,-0.05,NaN,-0.14,NaN,-0.03,NaN,NaN,NaN,NaN,0.21,NaN,-0.01,-0.06,0.07,NaN,0.47,NaN,NaN
4/22/2009,-0.03,0.01,-0.52,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.29,0.39,0.08,0,NaN,-0.03,-0.01,NaN,0.06,NaN,0.02,-0.03,0.12,-0.15,NaN,-0.27,0.07,-0.07,0.04,NaN,0.06,NaN,NaN,-0.02,-0.05,NaN,-0.12,NaN,-0.03,NaN,NaN,NaN,NaN,0.21,NaN,-0.01,-0.06,0.07,NaN,0.48,NaN,NaN
4/23/2009,-0.02,0.01,-0.43,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.27,0.37,0.09,0,NaN,-0.03,-0.01,NaN,0.07,NaN,0.02,-0.03,0.13,-0.15,0,-0.24,0.08,-0.06,0.04,NaN,0.07,NaN,NaN,-0.02,-0.05,NaN,-0.1,NaN,-0.03,NaN,NaN,NaN,NaN,0.22,NaN,-0.01,-0.05,0.07,NaN,0.48,NaN,NaN
4/24/2009,-0.02,0.02,-0.39,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.2,0.37,0.07,0,NaN,-0.02,-0.01,NaN,0.07,NaN,0.02,-0.03,0.13,-0.15,NaN,-0.22,0.07,-0.06,0.04,NaN,0.07,NaN,NaN,-0.02,-0.05,NaN,-0.09,NaN,-0.03,NaN,NaN,NaN,NaN,0.21,NaN,-0.01,-0.04,0.07,NaN,0.52,NaN,NaN
4/27/2009,-0.02,0.01,-0.42,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.21,0.36,0.07,0,NaN,-0.02,-0.01,NaN,0.07,NaN,0.02,-0.03,0.13,-0.15,NaN,-0.19,0.07,-0.06,0.04,NaN,0.07,NaN,NaN,-0.02,-0.05,NaN,-0.09,NaN,-0.03,0,NaN,NaN,NaN,0.21,NaN,-0.01,-0.03,0.07,NaN,0.53,NaN,NaN
4/28/2009,-0.03,0.01,-0.47,0,NaN,0.06,-0.04,NaN,NaN,NaN,-0.23,0.27,0.06,0,NaN,-0.03,-0.01,NaN,0.05,NaN,0.02,-0.03,0.12,-0.15,NaN,-0.21,0.07,-0.07,0.04,NaN,0.07,NaN,NaN,-0.02,-0.05,NaN,-0.11,NaN,-0.03,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.04,0.07,NaN,0.5,NaN,NaN
4/29/2009,-0.03,0.01,-0.43,0,NaN,0.05,-0.04,NaN,NaN,NaN,-0.2,0.27,0.06,0,NaN,-0.03,-0.01,NaN,0.05,NaN,0.02,-0.03,0.12,-0.15,NaN,-0.2,0.07,-0.11,0.04,NaN,0.07,NaN,NaN,-0.02,-0.05,NaN,-0.1,NaN,-0.03,NaN,NaN,NaN,NaN,0.2,NaN,-0.01,-0.03,0.07,NaN,0.44,NaN,NaN
4/30/2009,0.04,0.03,-0.13,0.1,NaN,0.03,0,NaN,NaN,NaN,0.06,-0.23,0.06,0,NaN,-0.03,0.04,0,0.06,0,0.02,-0.01,0.27,0.02,0,0.27,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.05,0.05,0,0.19,NaN,-0.02,NaN,NaN,NaN,NaN,0.3,NaN,-0.01,-0.07,0.08,NaN,0.37,NaN,NaN
5/1/2009,0.04,0.04,-0.11,0.11,NaN,0.03,0,NaN,NaN,NaN,0.07,-0.24,0.06,0,NaN,0.03,0.04,0.01,0.06,0,0.02,-0.01,0.27,0.02,0,0.26,0.08,-0.05,0.05,NaN,0.19,NaN,NaN,-0.05,0.05,0,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.3,NaN,0.02,-0.07,0.08,NaN,0.36,NaN,NaN
5/4/2009,0.04,0.04,-0.08,0.11,NaN,0.02,0,NaN,NaN,NaN,0.09,-0.23,0.07,0,NaN,0.03,0.04,0.01,0.06,0,0.02,-0.01,0.28,0.02,0,0.27,0.08,-0.05,0.05,NaN,0.19,NaN,NaN,-0.04,0.05,0.01,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.3,NaN,0.01,-0.06,0.09,NaN,0.37,NaN,NaN
5/5/2009,0.04,0.04,-0.04,0.1,NaN,0.02,0,NaN,NaN,NaN,0.09,-0.23,0.06,0,NaN,0.03,0.04,0.01,0.06,0,0.02,-0.01,0.27,0.02,0,0.27,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0,0.21,NaN,-0.02,NaN,NaN,NaN,NaN,0.3,NaN,0.01,-0.06,0.09,NaN,0.37,NaN,NaN
5/6/2009,0.04,0.04,0.01,0.11,NaN,0.01,0,NaN,NaN,NaN,0.09,-0.22,0.07,0,NaN,0.03,0.04,0.01,0.07,0,0.02,-0.01,0.28,0.02,0,0.27,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.01,0.21,NaN,-0.02,0,NaN,NaN,NaN,0.31,NaN,0.01,-0.05,0.09,NaN,0.41,NaN,NaN
5/7/2009,0.04,0.04,-0.01,0.11,NaN,0.02,0.01,NaN,NaN,NaN,0.08,-0.22,0.06,0,NaN,0.03,0.04,0.04,0.07,0,0.02,-0.01,0.27,0.02,0,0.28,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0,0.21,NaN,-0.02,NaN,NaN,NaN,NaN,0.29,NaN,0.02,-0.05,0.09,NaN,0.36,NaN,NaN
5/8/2009,0.04,0.04,0.03,0.1,NaN,0.01,0.01,NaN,NaN,NaN,0.09,-0.22,0.06,0,NaN,0.03,0.03,0,0.07,0,0.02,-0.01,0.27,0.02,0,0.28,0.08,-0.05,0.05,NaN,0.19,NaN,NaN,-0.04,0.05,0.01,0.21,NaN,-0.02,0,NaN,NaN,NaN,0.28,NaN,0.02,-0.05,0.09,NaN,0.39,NaN,NaN
5/11/2009,0.04,0.04,0.03,0.1,NaN,0.01,0.01,NaN,NaN,NaN,0.1,-0.22,0.06,0,NaN,0.03,0.03,-0.02,0.08,0,0.02,-0.01,0.26,0.02,0,0.28,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.01,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.28,NaN,0.02,-0.05,0.09,NaN,0.38,NaN,NaN
5/12/2009,0.03,0.04,0.05,0.1,NaN,0.01,0.01,NaN,NaN,NaN,0.1,-0.21,0.07,0,NaN,0.03,0.03,-0.03,0.08,0,0.02,-0.01,0.25,0.02,0,0.27,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.03,0.21,NaN,-0.02,0,NaN,NaN,NaN,0.29,NaN,0.01,-0.04,0.09,NaN,0.41,NaN,NaN
5/13/2009,0.04,0.04,0.01,0.1,NaN,0.02,0.01,NaN,NaN,NaN,0.09,-0.21,0.07,0,NaN,0.03,0.03,-0.02,0.08,0,0.02,-0.01,0.27,0.02,0,0.29,0.09,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.03,0.21,NaN,-0.02,0,NaN,NaN,NaN,0.29,NaN,0.02,-0.05,0.09,NaN,0.42,NaN,NaN
5/14/2009,0.04,0.04,0.03,0.1,NaN,0.02,0.01,NaN,NaN,NaN,0.09,-0.21,0.08,0,NaN,0.03,0.03,0.04,0.08,0,0.02,-0.01,0.27,0.02,0,0.28,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.02,0.21,NaN,-0.02,NaN,NaN,NaN,NaN,0.29,NaN,0.02,-0.05,0.09,NaN,0.4,NaN,NaN
5/15/2009,0.04,0.04,0.02,0.1,NaN,0.02,0.01,NaN,NaN,NaN,0.09,-0.21,0.08,0,NaN,0.03,0.03,0.03,0.09,0,0.02,-0.01,0.27,0.02,0,0.29,0.09,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.02,0.21,NaN,-0.02,NaN,NaN,NaN,NaN,0.29,NaN,0.02,-0.05,0.09,NaN,0.43,NaN,NaN
5/18/2009,0.04,0.04,0.01,0.09,NaN,0.02,0.01,NaN,NaN,NaN,0.09,-0.21,0.07,0,NaN,0.03,0.03,0.02,0.08,0,0.02,-0.01,0.26,0.02,NaN,0.28,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.01,0.2,NaN,-0.02,NaN,NaN,NaN,NaN,0.28,NaN,0.01,-0.05,0.09,NaN,0.4,NaN,NaN
5/19/2009,0.04,0.04,0.05,0.09,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.21,0.06,0,NaN,0.03,0.03,0.02,0.08,0,0.02,-0.01,0.25,0.02,0,0.28,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.01,0.21,NaN,-0.02,NaN,NaN,NaN,NaN,0.29,NaN,0.02,-0.04,0.09,NaN,0.41,NaN,NaN
5/20/2009,0.03,0.05,0.09,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.2,0.06,0,NaN,0.03,0.03,0.01,0.08,0,0.02,-0.01,0.26,0.02,0,0.29,0.09,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.02,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.28,NaN,0.01,-0.03,0.09,NaN,0.43,NaN,NaN
5/21/2009,0.04,0.05,0.1,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.2,0.06,0,NaN,0.03,0.03,0.03,0.09,0,0.02,-0.01,0.27,0.02,NaN,0.29,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.2,NaN,-0.02,NaN,NaN,NaN,NaN,0.28,NaN,0.01,-0.03,0.09,NaN,0.45,NaN,NaN
5/22/2009,0.03,0.05,0.11,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.2,0.06,0,NaN,0.03,0.02,0.02,0.09,0,0.02,-0.01,0.26,0.02,0,0.29,0.09,-0.05,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.27,NaN,0.02,-0.03,0.09,NaN,0.43,NaN,NaN
5/26/2009,0.03,0.05,0.11,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.2,0.06,0,NaN,0.03,0.02,0,0.09,0,0.02,-0.01,0.26,0.02,NaN,0.29,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.2,NaN,-0.02,NaN,NaN,NaN,NaN,0.27,NaN,0.01,-0.04,0.09,NaN,0.43,NaN,NaN
5/27/2009,0.04,0.05,0.11,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.2,0.06,0,NaN,0.03,0.02,0.01,0.08,0,0.02,-0.01,0.26,0.02,0,0.3,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.2,NaN,-0.02,NaN,NaN,NaN,NaN,0.26,NaN,0.02,-0.04,0.09,NaN,0.44,NaN,NaN
5/28/2009,0.04,0.05,0.14,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.11,-0.2,0.07,0,NaN,0.03,0.03,0.01,0.08,0,0.02,-0.01,0.25,0.02,0,0.29,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.2,NaN,-0.02,0,NaN,NaN,NaN,0.27,NaN,0.01,-0.03,0.09,NaN,0.46,NaN,NaN
5/29/2009,0.04,0.05,0.16,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.12,-0.18,0.08,0,NaN,0.03,0.02,0.01,0.09,0,0.02,-0.01,0.26,0.02,0,0.3,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.06,0.21,NaN,-0.02,0,NaN,0,NaN,0.26,NaN,0.01,-0.02,0.09,NaN,0.47,NaN,NaN
6/1/2009,0.04,0.05,0.15,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.11,-0.18,0.08,0,NaN,0.03,0.02,0,0.09,0,0.02,-0.01,0.26,0.02,0,0.31,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.05,0.2,NaN,-0.02,0,NaN,0,NaN,0.27,NaN,0.01,-0.02,0.09,NaN,0.31,NaN,NaN
6/2/2009,0.04,0.05,0.18,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.12,-0.18,0.09,0,NaN,0.03,0.02,0.01,0.09,0,0.02,-0.01,0.26,0.02,0,0.34,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.05,0.21,NaN,-0.02,0,NaN,0,NaN,0.28,NaN,0.01,-0.02,0.09,NaN,0.29,NaN,NaN
6/3/2009,0.04,0.05,0.14,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.11,-0.19,0.08,0,NaN,0.03,0.02,0.02,0.08,0,0.02,-0.01,0.27,0.02,0,0.35,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.21,NaN,-0.02,0,NaN,0,NaN,0.28,NaN,0.01,-0.03,0.09,NaN,0.28,NaN,NaN
6/4/2009,0.04,0.05,0.16,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.12,-0.18,0.09,0,NaN,0.03,0.02,0.03,0.09,0,0.02,-0.01,0.27,0.02,NaN,0.35,0.09,-0.04,0.05,NaN,0.18,NaN,NaN,-0.03,0.05,0.04,0.21,NaN,-0.02,NaN,NaN,0,NaN,0.3,NaN,0.01,-0.02,0.09,NaN,0.29,NaN,NaN
6/5/2009,0.04,0.05,0.15,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.12,-0.19,0.09,0,NaN,0.03,0.02,0.04,0.08,0,0.02,-0.01,0.26,0.02,NaN,0.38,0.09,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.03,0.22,NaN,-0.02,0,NaN,0,NaN,0.29,NaN,0.02,-0.03,0.09,NaN,0.26,NaN,NaN
6/8/2009,0.04,0.05,0.1,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.1,-0.19,0.08,0,NaN,0.03,0.02,-0.01,0.08,0,0.02,-0.01,0.26,0.02,0,0.35,0.09,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.02,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.29,NaN,0.01,-0.03,0.09,NaN,0.26,NaN,NaN
6/9/2009,0.04,0.05,0.12,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.19,0.08,0,NaN,0.03,0.02,-0.01,0.08,0,0.02,-0.01,0.26,0.02,0,0.36,0.09,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.03,0.21,NaN,-0.02,0,NaN,0,NaN,0.29,NaN,0.01,-0.03,0.09,NaN,0.25,NaN,NaN
6/10/2009,0.04,0.05,0.11,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.19,0.09,0,NaN,0.03,0.02,-0.01,0.07,0,0.02,-0.01,0.26,0.02,0,0.35,0.09,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.07,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.29,NaN,0.01,-0.03,0.09,NaN,0.25,NaN,NaN
6/11/2009,0.04,0.05,0.13,0.07,NaN,0.02,0.01,NaN,NaN,NaN,0.1,-0.19,0.1,0,NaN,0.03,0.02,-0.02,0.07,0,0.02,-0.01,0.26,0.02,0,0.34,0.08,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.06,0.2,NaN,-0.02,0,NaN,0,NaN,0.29,NaN,0.01,-0.03,0.09,NaN,0.26,NaN,NaN
6/12/2009,0.04,0.04,0.11,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.09,-0.19,0.1,0,NaN,0.03,0.02,-0.03,0.07,0,0.02,-0.01,0.26,0.02,0,0.33,0.08,-0.04,0.05,NaN,0.19,NaN,NaN,-0.03,0.05,0.06,0.2,NaN,-0.02,0,NaN,0,NaN,0.28,NaN,0.01,-0.03,0.09,NaN,0.24,NaN,NaN
6/15/2009,0.04,0.04,0.06,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.07,-0.2,0.1,0,NaN,0.03,0.02,-0.01,0.06,0,0.02,-0.01,0.25,0.02,0,0.31,0.08,-0.04,0.05,NaN,0.19,NaN,NaN,-0.04,0.05,0.05,0.19,NaN,-0.02,NaN,NaN,0,NaN,0.27,NaN,0.01,-0.05,0.09,NaN,0.25,NaN,NaN
6/16/2009,0.04,0.04,0.07,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.07,-0.21,0.09,0,NaN,0.03,0.02,-0.01,0.06,0,0.02,-0.01,0.25,0.02,NaN,0.34,0.08,-0.04,0.05,NaN,0.19,NaN,NaN,-0.04,0.05,0.05,0.19,NaN,-0.02,NaN,NaN,0,NaN,0.3,NaN,0.01,-0.05,0.09,NaN,0.26,NaN,NaN
6/17/2009,0.04,0.04,0.07,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.07,-0.21,0.1,0,NaN,0.03,0.02,-0.01,0.07,0,0.02,-0.01,0.25,0.02,0,0.36,0.08,-0.04,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.06,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.3,NaN,0.01,-0.05,0.09,NaN,0.27,NaN,NaN
6/18/2009,0.04,0.04,0.05,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.06,-0.21,0.09,0,NaN,0.03,0.02,-0.02,0.07,0,0.02,-0.01,0.26,0.02,0,0.36,0.08,-0.04,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.05,0.21,NaN,-0.02,0,NaN,0,NaN,0.3,NaN,0.02,-0.06,0.09,NaN,0.28,NaN,NaN
6/19/2009,0.04,0.04,0.06,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.06,-0.21,0.07,0,NaN,0.03,0.02,-0.02,0.07,0,0.02,-0.01,0.26,0.02,0,0.35,0.08,-0.04,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.05,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.3,NaN,0.01,-0.05,0.09,NaN,0.27,NaN,NaN
6/22/2009,0.04,0.04,0.02,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.06,-0.22,0.09,0,NaN,0.03,0.02,0.02,0.06,0,0.02,-0.01,0.26,0.02,0,0.36,0.08,-0.04,0.05,NaN,0.18,NaN,NaN,-0.04,0.06,0.04,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.28,NaN,0.02,-0.07,0.09,NaN,0.27,NaN,NaN
6/23/2009,0.04,0.04,0.03,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.07,-0.23,0.1,0,NaN,0.03,0.02,0.01,0.06,0,0.02,-0.01,0.26,0.02,0,0.34,0.08,-0.05,0.05,NaN,0.18,NaN,NaN,-0.04,0.05,0.04,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.29,NaN,0.01,-0.06,0.09,NaN,0.26,NaN,NaN
6/24/2009,0.04,0.04,0.05,0.08,NaN,0.02,0.01,NaN,NaN,NaN,0.07,-0.22,0.1,0,NaN,0.03,0.02,0.03,0.06,0,0.02,-0.01,0.25,0.02,NaN,0.32,0.08,-0.05,0.04,NaN,0.18,NaN,NaN,-0.04,0.05,0.05,0.2,NaN,-0.02,NaN,NaN,0,NaN,0.28,NaN,0.01,-0.05,0.09,NaN,0.27,NaN,NaN
6/25/2009,0.04,0.04,0.05,0.08,NaN,0.01,0.01,NaN,NaN,NaN,0.08,-0.22,0.11,0,NaN,0.02,0.02,0.01,0.07,0,0.02,-0.01,0.25,0.02,NaN,0.3,0.08,-0.05,0.04,NaN,0.18,NaN,NaN,-0.04,0.05,0.05,0.19,NaN,-0.02,NaN,NaN,0,NaN,0.26,NaN,0.01,-0.05,0.09,NaN,0.27,NaN,NaN
