,ABX,AEM,AG,AGI,ASR.TO,AU,AUY,BCM.V,BSX.TO,BTG,CDE,CG.TO,DRD,DRGDF,EDV.TO,EGO,FNV,FSM,GFI,GOLD,GORO,GG,GSS,GQM.TO,GUYFF,HL,HMY,IAG,KGC,KL.TO,KLDX,MAG,MDRPF,NCMGY,NEM,NGD,PAAS,PPP,RGLD,ROGFF,SA,SAND,SBGL,SMF.TO,SBB.TO,SLW,SSRI,SVM.TO,TAHO,TGD,TMR.TO,TXG.TO
1/3/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,0,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1/4/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1/5/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,-0.01,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1/8/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/9/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0.01,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/10/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/11/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.01,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/12/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.01,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/16/2007,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.01,0,0,0.01,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/17/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.01,0,0,0.01,0.01,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/18/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0.02,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/19/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.01,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/22/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.01,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/23/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.02,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0.01,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/24/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.02,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0.01,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/25/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.02,0,0,0.02,0.01,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/26/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0.02,0,0,0.02,0.01,0.01,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/29/2007,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0.02,0.01,0,0,0.01,0.01,0.01,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,NaN,NaN
1/30/2007,-0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0,0.02,NaN,NaN,0,NaN,NaN,NaN,NaN,-0.01,0.02,0.09,0,0,0.02,0.01,-0.07,0,NaN,0,NaN,NaN,NaN,0,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,-1.16,NaN,NaN
1/31/2007,-0.08,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.08,0,0.02,NaN,NaN,0.04,NaN,NaN,NaN,NaN,-0.01,0.09,0.09,0,0,0.01,0.02,-0.07,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
2/1/2007,-0.07,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.08,0,0.02,NaN,NaN,0.04,NaN,NaN,NaN,NaN,-0.01,0.08,0.09,0,0,0.01,0.01,-0.04,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.02,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/2/2007,-0.07,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.07,0,0.02,NaN,NaN,0.04,NaN,NaN,NaN,NaN,0,0.08,0.08,0,0,0,0,-0.04,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.01,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/5/2007,-0.07,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.07,0,0.02,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.08,0.08,0,0,0,0,-0.04,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.01,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/6/2007,-0.07,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.07,0,0.02,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.07,0.08,0,0,0.01,0,-0.03,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.01,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/7/2007,-0.06,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.02,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.07,0.07,0,0,0.01,0,-0.03,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.03,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/8/2007,-0.06,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.07,0.08,0,0,0.01,0.01,-0.03,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.06,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/9/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.06,0.08,0,0,0.02,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.06,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/12/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.06,0.08,0,0,0.01,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.03,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.03,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
2/13/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.06,0.08,0,0,0.02,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
2/14/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.06,0.08,0,0,0.02,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0.01,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
2/15/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.05,0.08,0,0,0.02,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
2/16/2007,-0.04,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0,0.05,0.07,0,0,0.02,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
2/20/2007,-0.05,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.05,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.06,0,0,0.01,0,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
2/21/2007,-0.04,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.06,0,0,0.01,0.01,-0.02,0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,NaN,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
2/22/2007,-0.04,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.08,0,0,0.01,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,NaN,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
2/23/2007,-0.03,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.08,0,0,0.01,0.01,-0.01,0,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,NaN,NaN,NaN,NaN,0.05,NaN,0,0,0,NaN,NaN,NaN,NaN
2/26/2007,-0.03,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.06,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.07,0,0,0.01,0.01,-0.01,0,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,NaN,NaN,NaN,NaN,0.06,NaN,0,0,0,NaN,NaN,NaN,NaN
2/27/2007,-0.04,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.05,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.06,0,0,0.01,0.01,-0.02,0,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,NaN,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,-1.97,NaN,NaN
2/28/2007,-0.04,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.05,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.06,0,0,0.01,0.01,-0.02,-0.02,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
3/1/2007,-0.04,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.04,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.05,0,0,-0.01,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,NaN,NaN,NaN,NaN,0.05,NaN,0,0,0,NaN,NaN,NaN,NaN
3/2/2007,-0.04,-0.01,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.05,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0.04,NaN,0,0,0,NaN,NaN,NaN,NaN
3/5/2007,-0.04,-0.01,NaN,0,NaN,0,0,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.05,0.04,0,0,-0.04,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0,NaN,0,0,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
3/6/2007,-0.04,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0.01,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.05,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
3/7/2007,-0.04,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.04,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/8/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/9/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/12/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/13/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.05,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0,NaN,0.01,0,NaN,NaN,NaN,-0.02,NaN,0,0,0,NaN,NaN,NaN,NaN
3/14/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.01,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0,NaN,0.01,0,NaN,NaN,NaN,-0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
3/15/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.02,-0.02,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/16/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.02,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/19/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/20/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.02,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/21/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/22/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.07,0,0,-0.02,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/23/2007,-0.03,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.07,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/26/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.07,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
3/27/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/28/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/29/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
3/30/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.04,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
4/2/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,-0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
4/3/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.02,0,0.01,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.03,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,-0.02,NaN,0,0,0,NaN,NaN,NaN,NaN
4/4/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.02,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
4/5/2007,-0.02,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0.01,NaN,0,0,0,NaN,NaN,NaN,NaN
4/9/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,-0.01,-0.01,NaN,0,NaN,NaN,0,0.01,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN
4/10/2007,-0.02,0,NaN,0,NaN,0.01,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
4/11/2007,-0.01,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
4/12/2007,-0.02,0,NaN,0,NaN,0,0,NaN,NaN,NaN,0.03,0,0,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.02,NaN,0,0,0,NaN,NaN,NaN,NaN
4/13/2007,-0.01,0,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0.03,0,0.01,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.03,NaN,0,0,0,NaN,NaN,NaN,NaN
4/16/2007,-0.01,0,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0.03,0,0.01,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0.01,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.02,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
4/17/2007,-0.01,0,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0.03,0,0.01,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.02,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.01,NaN,0,0,NaN,NaN,NaN,0.02,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
4/18/2007,-0.01,0,NaN,0.01,NaN,0.01,0,NaN,NaN,NaN,0.03,0,0.01,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0,0.03,0.06,0,0,-0.01,0,0,-0.01,NaN,0,NaN,NaN,0,0.02,NaN,0.02,NaN,0,0,NaN,NaN,NaN,0.03,NaN,-0.01,0,0,NaN,NaN,NaN,NaN
